0,0,0,0,0,0,0,1,0,0.14
1,2,0,0,0,0,0,1,0,0.43
1,2,0,0,0,2,1,1,0,0.71
1,2,0,1,0,2,1,1,2,1.0
1,0,0,0,0,0,0,0,0,0.2
1,1,0,2,0,0,0,0,0,0.6
1,1,1,2,2,0,0,0,0,1.0
0,0,0,0,0,0,0,1,0,0.14
0,0,2,0,0,0,0,1,1,0.43
1,0,2,0,0,2,0,1,1,0.71
1,0,2,0,2,2,1,1,1,1.0
1,0,0,0,0,0,0,0,0,0.2
1,0,0,0,0,0,1,0,2,0.6
1,0,0,1,2,0,1,0,2,1.0
0,0,1,0,0,0,0,0,0,0.2
1,0,1,0,0,0,0,2,0,0.6
1,1,1,0,2,0,0,2,0,1.0
0,0,0,0,1,0,0,0,0,0.11
2,0,0,1,1,0,0,0,0,0.33
2,0,0,1,1,0,1,0,2,0.56
2,1,0,1,1,0,1,2,2,0.78
2,1,1,1,1,2,1,2,2,1.0
1,0,0,0,0,0,0,0,0,0.2
1,0,0,1,2,0,0,0,0,0.6
1,0,0,1,2,0,1,0,2,1.0
0,0,0,0,1,0,0,0,0,0.2
1,0,0,0,1,0,0,2,0,0.6
1,0,0,0,1,0,2,2,1,1.0
0,0,0,0,0,0,1,0,0,0.2
1,2,0,0,0,0,1,0,0,0.6
1,2,0,1,0,0,1,2,0,1.0
0,1,0,0,0,0,0,0,0,0.14
1,1,0,0,0,0,2,0,0,0.43
1,1,2,0,1,0,2,0,0,0.71
1,1,2,0,1,2,2,1,0,1.0
0,0,0,0,0,1,0,0,0,0.14
0,0,0,0,1,1,0,2,0,0.43
0,0,1,2,1,1,0,2,0,0.71
2,0,1,2,1,1,1,2,0,1.0
0,0,0,0,0,0,0,0,1,0.2
2,0,0,0,0,0,1,0,1,0.6
2,0,0,0,2,0,1,1,1,1.0
0,0,0,0,1,0,0,0,0,0.14
2,0,0,1,1,0,0,0,0,0.43
2,1,2,1,1,0,0,0,0,0.71
2,1,2,1,1,0,2,1,0,1.0
0,0,0,0,0,1,0,0,0,0.2
0,2,0,0,1,1,0,0,0,0.6
0,2,0,1,1,1,0,0,2,1.0
0,0,0,1,0,0,0,0,0,0.2
0,0,0,1,1,0,2,0,0,0.6
0,0,0,1,1,1,2,2,0,1.0
1,0,0,0,0,0,0,0,0,0.2
1,0,0,0,0,2,1,0,0,0.6
1,0,0,1,0,2,1,2,0,1.0
0,1,0,0,0,0,0,0,0,0.14
1,1,0,2,0,0,0,0,0,0.43
1,1,0,2,1,0,2,0,0,0.71
1,1,0,2,1,2,2,1,0,1.0
0,0,1,0,0,0,0,0,0,0.2
1,0,1,0,2,0,0,0,0,0.6
1,1,1,0,2,0,2,0,0,1.0
0,1,0,0,0,0,0,0,0,0.14
0,1,0,0,1,2,0,0,0,0.43
2,1,0,0,1,2,1,0,0,0.71
2,1,2,0,1,2,1,1,0,1.0
0,0,0,0,0,1,0,0,0,0.14
1,0,0,0,0,1,0,0,2,0.43
1,0,0,0,0,1,1,2,2,0.71
1,0,0,1,2,1,1,2,2,1.0
0,0,0,0,0,1,0,0,0,0.14
2,0,1,0,0,1,0,0,0,0.43
2,0,1,0,1,1,0,0,2,0.71
2,2,1,1,1,1,0,0,2,1.0
0,0,0,1,0,0,0,0,0,0.14
0,0,0,1,1,0,2,0,0,0.43
1,2,0,1,1,0,2,0,0,0.71
1,2,0,1,1,1,2,0,2,1.0
0,0,0,0,0,0,0,0,1,0.2
0,0,0,0,1,0,0,2,1,0.6
1,0,0,0,1,2,0,2,1,1.0
0,0,0,0,0,0,0,1,0,0.2
0,0,0,0,1,2,0,1,0,0.6
0,1,0,0,1,2,0,1,2,1.0
0,1,0,0,0,0,0,0,0,0.14
0,1,1,0,0,0,0,0,2,0.43
2,1,1,0,1,0,0,0,2,0.71
2,1,1,2,1,0,1,0,2,1.0
0,1,0,0,0,0,0,0,0,0.14
1,1,0,0,2,0,0,0,0,0.43
1,1,0,1,2,0,0,0,2,0.71
1,1,0,1,2,2,1,0,2,1.0
0,1,0,0,0,0,0,0,0,0.11
2,1,0,1,0,0,0,0,0,0.33
2,1,0,1,0,0,1,2,0,0.56
2,1,2,1,1,0,1,2,0,0.78
2,1,2,1,1,1,1,2,2,1.0
0,0,0,0,0,0,0,1,0,0.11
0,0,0,0,1,2,0,1,0,0.33
0,2,0,0,1,2,1,1,0,0.56
1,2,0,2,1,2,1,1,0,0.78
1,2,1,2,1,2,1,1,2,1.0
0,0,1,0,0,0,0,0,0,0.2
1,0,1,0,0,2,0,0,0,0.6
1,1,1,2,0,2,0,0,0,1.0
0,0,1,0,0,0,0,0,0,0.2
1,0,1,0,2,0,0,0,0,0.6
1,1,1,2,2,0,0,0,0,1.0
0,0,0,0,0,0,1,0,0,0.2
1,0,2,0,0,0,1,0,0,0.6
1,0,2,1,0,2,1,0,0,1.0
0,0,0,1,0,0,0,0,0,0.2
1,0,0,1,2,0,0,0,0,0.6
1,0,2,1,2,0,1,0,0,1.0
0,0,0,0,0,1,0,0,0,0.11
1,0,0,0,0,1,0,0,2,0.33
1,0,0,0,2,1,1,0,2,0.56
1,1,0,2,2,1,1,0,2,0.78
1,1,1,2,2,1,1,2,2,1.0
0,0,0,0,1,0,0,0,0,0.14
1,0,0,0,1,0,0,0,2,0.43
1,0,0,0,1,0,2,1,2,0.71
1,1,0,2,1,0,2,1,2,1.0
0,0,0,0,0,0,0,1,0,0.2
0,0,0,0,1,2,0,1,0,0.6
0,1,2,0,1,2,0,1,0,1.0
0,0,0,1,0,0,0,0,0,0.2
0,0,0,1,0,0,1,0,2,0.6
1,2,0,1,0,0,1,0,2,1.0
0,1,0,0,0,0,0,0,0,0.2
0,1,0,0,1,2,0,0,0,0.6
0,1,2,0,1,2,0,1,0,1.0
0,0,0,0,0,1,0,0,0,0.14
0,0,0,0,1,1,0,2,0,0.43
1,2,0,0,1,1,0,2,0,0.71
1,2,0,1,1,1,0,2,2,1.0
0,0,0,0,0,1,0,0,0,0.14
1,0,2,0,0,1,0,0,0,0.43
1,0,2,0,2,1,1,0,0,0.71
1,0,2,1,2,1,1,0,2,1.0
0,0,1,0,0,0,0,0,0,0.14
1,0,1,0,0,2,0,0,0,0.43
1,2,1,0,0,2,1,0,0,0.71
1,2,1,1,0,2,1,0,2,1.0
0,0,0,0,0,0,1,0,0,0.11
1,0,0,0,0,2,1,0,0,0.33
1,0,0,2,1,2,1,0,0,0.56
1,2,0,2,1,2,1,1,0,0.78
1,2,2,2,1,2,1,1,1,1.0
1,0,0,0,0,0,0,0,0,0.14
1,1,0,2,0,0,0,0,0,0.43
1,1,0,2,1,2,0,0,0,0.71
1,1,0,2,1,2,2,1,0,1.0
0,0,0,0,1,0,0,0,0,0.14
2,0,0,1,1,0,0,0,0,0.43
2,0,0,1,1,0,1,2,0,0.71
2,0,2,1,1,1,1,2,0,1.0
0,0,0,0,1,0,0,0,0,0.14
1,0,0,0,1,0,0,2,0,0.43
1,0,0,1,1,2,0,2,0,0.71
1,0,2,1,1,2,1,2,0,1.0
0,0,0,0,0,0,0,0,1,0.14
0,0,0,0,0,2,1,0,1,0.43
1,0,2,0,0,2,1,0,1,0.71
1,0,2,1,2,2,1,0,1,1.0
0,0,0,1,0,0,0,0,0,0.11
0,0,0,1,1,0,2,0,0,0.33
1,0,2,1,1,0,2,0,0,0.56
1,2,2,1,1,0,2,1,0,0.78
1,2,2,1,1,2,2,1,1,1.0
0,1,0,0,0,0,0,0,0,0.14
2,1,0,1,0,0,0,0,0,0.43
2,1,0,1,1,0,0,0,2,0.71
2,1,0,1,1,0,2,1,2,1.0
0,0,1,0,0,0,0,0,0,0.2
1,0,1,0,0,0,0,0,2,0.6
1,1,1,0,0,0,2,0,2,1.0
0,0,0,0,0,0,0,1,0,0.14
1,0,0,0,0,0,0,1,2,0.43
1,0,0,1,2,0,0,1,2,0.71
1,0,2,1,2,0,1,1,2,1.0
0,0,0,1,0,0,0,0,0,0.2
0,0,0,1,0,0,1,0,2,0.6
1,0,0,1,0,0,1,2,2,1.0
0,0,0,0,0,0,0,0,1,0.2
2,0,0,0,0,0,1,0,1,0.6
2,0,0,0,2,0,1,1,1,1.0
0,0,1,0,0,0,0,0,0,0.14
0,2,1,0,1,0,0,0,0,0.43
0,2,1,1,1,0,0,0,2,0.71
0,2,1,1,1,1,2,0,2,1.0
0,0,0,0,1,0,0,0,0,0.14
1,0,0,0,1,2,0,0,0,0.43
1,2,0,1,1,2,0,0,0,0.71
1,2,0,1,1,2,1,2,0,1.0
1,0,0,0,0,0,0,0,0,0.14
1,1,0,0,0,0,2,0,0,0.43
1,1,2,0,1,0,2,0,0,0.71
1,1,2,0,1,2,2,1,0,1.0
0,0,0,1,0,0,0,0,0,0.2
1,0,0,1,0,2,0,0,0,0.6
1,0,0,1,2,2,1,0,0,1.0
0,0,0,0,0,0,0,0,1,0.14
2,0,0,0,0,0,1,0,1,0.43
2,1,0,2,0,0,1,0,1,0.71
2,1,0,2,2,0,1,1,1,1.0
0,0,0,0,0,0,0,1,0,0.2
0,0,0,0,1,2,0,1,0,0.6
0,1,2,0,1,2,0,1,0,1.0
0,0,0,0,0,0,0,0,1,0.14
0,2,0,0,0,0,1,0,1,0.43
1,2,2,0,0,0,1,0,1,0.71
1,2,2,2,1,0,1,0,1,1.0
1,0,0,0,0,0,0,0,0,0.2
1,2,0,1,0,0,0,0,0,0.6
1,2,0,1,0,0,1,2,0,1.0
0,0,0,0,0,0,1,0,0,0.2
1,0,0,0,0,0,1,0,2,0.6
1,0,2,1,0,0,1,0,2,1.0
0,0,0,0,1,0,0,0,0,0.14
1,0,0,0,1,2,0,0,0,0.43
1,0,1,0,1,2,0,0,2,0.71
1,0,1,0,1,2,1,2,2,1.0
0,0,0,1,0,0,0,0,0,0.2
1,0,2,1,0,0,0,0,0,0.6
1,0,2,1,0,0,1,2,0,1.0
0,0,1,0,0,0,0,0,0,0.14
1,0,1,0,0,0,0,2,0,0.43
1,0,1,2,0,0,1,2,0,0.71
1,1,1,2,2,0,1,2,0,1.0
0,0,1,0,0,0,0,0,0,0.14
1,0,1,2,0,0,0,0,0,0.43
1,0,1,2,0,0,1,0,2,0.71
1,1,1,2,2,0,1,0,2,1.0
1,0,0,0,0,0,0,0,0,0.2
1,0,2,1,0,0,0,0,0,0.6
1,0,2,1,2,0,1,0,0,1.0
0,0,0,0,0,0,0,0,1,0.14
1,0,0,0,2,0,0,0,1,0.43
1,2,0,0,2,0,0,1,1,0.71
1,2,0,2,2,0,1,1,1,1.0
1,0,0,0,0,0,0,0,0,0.2
1,2,0,1,0,0,0,0,0,0.6
1,2,0,1,0,0,1,0,2,1.0
0,1,0,0,0,0,0,0,0,0.2
0,1,1,0,0,0,0,0,2,0.6
1,1,1,0,0,0,0,2,2,1.0
0,0,0,0,0,0,0,0,1,0.14
1,0,0,0,0,0,2,0,1,0.43
1,0,1,0,2,0,2,0,1,0.71
1,2,1,0,2,1,2,0,1,1.0
0,0,0,0,1,0,0,0,0,0.14
1,0,0,0,1,0,0,0,2,0.43
1,0,1,0,1,2,0,0,2,0.71
1,1,1,0,1,2,2,0,2,1.0
0,0,0,0,0,0,0,0,1,0.2
2,0,0,0,0,0,1,0,1,0.6
2,0,2,0,0,0,1,1,1,1.0
0,0,0,0,0,1,0,0,0,0.2
0,0,0,0,0,1,2,0,1,0.6
0,0,1,0,2,1,2,0,1,1.0
0,0,0,0,0,0,0,1,0,0.14
1,0,0,0,2,0,0,1,0,0.43
1,2,0,0,2,0,1,1,0,0.71
1,2,0,1,2,2,1,1,0,1.0
0,0,0,0,0,1,0,0,0,0.14
0,0,0,0,0,1,2,0,1,0.43
1,0,0,0,0,1,2,2,1,0.71
1,0,1,0,2,1,2,2,1,1.0
0,0,0,0,0,0,0,1,0,0.11
1,0,0,0,0,0,0,1,2,0.33
1,0,2,0,0,1,0,1,2,0.56
1,0,2,0,1,1,2,1,2,0.78
1,1,2,2,1,1,2,1,2,1.0
0,0,0,1,0,0,0,0,0,0.14
2,1,0,1,0,0,0,0,0,0.43
2,1,2,1,1,0,0,0,0,0.71
2,1,2,1,1,0,2,1,0,1.0
0,0,0,0,0,0,0,1,0,0.14
0,0,2,0,0,0,0,1,1,0.43
1,0,2,2,0,0,0,1,1,0.71
1,0,2,2,0,2,1,1,1,1.0
0,1,0,0,0,0,0,0,0,0.14
1,1,0,2,0,0,0,0,0,0.43
1,1,0,2,1,0,2,0,0,0.71
1,1,2,2,1,0,2,1,0,1.0
0,0,0,0,0,1,0,0,0,0.14
1,0,2,0,0,1,0,0,0,0.43
1,0,2,1,0,1,0,2,0,0.71
1,0,2,1,2,1,1,2,0,1.0
0,0,0,0,0,0,1,0,0,0.2
1,2,0,0,0,0,1,0,0,0.6
1,2,2,1,0,0,1,0,0,1.0
0,0,1,0,0,0,0,0,0,0.14
1,0,1,0,0,0,0,0,2,0.43
1,2,1,0,0,0,1,0,2,0.71
1,2,1,1,0,0,1,2,2,1.0
0,0,1,0,0,0,0,0,0,0.14
0,2,1,0,1,0,0,0,0,0.43
1,2,1,0,1,0,0,2,0,0.71
1,2,1,0,1,0,2,2,1,1.0
0,0,0,0,0,0,0,0,1,0.14
1,0,0,0,2,0,0,0,1,0.43
1,2,0,0,2,0,0,1,1,0.71
1,2,0,0,2,2,1,1,1,1.0
0,0,0,0,0,0,1,0,0,0.2
1,2,0,0,0,0,1,0,0,0.6
1,2,0,1,0,0,1,2,0,1.0
0,0,0,0,1,0,0,0,0,0.14
1,0,0,0,1,0,0,2,0,0.43
1,0,2,1,1,0,0,2,0,0.71
1,0,2,1,1,2,1,2,0,1.0
0,0,0,0,0,1,0,0,0,0.14
1,0,2,0,0,1,0,0,0,0.43
1,0,2,0,2,1,1,0,0,0.71
1,0,2,1,2,1,1,0,2,1.0
0,0,0,1,0,0,0,0,0,0.14
1,0,2,1,0,0,0,0,0,0.43
1,0,2,1,1,0,2,0,0,0.71
1,0,2,1,1,1,2,0,2,1.0
0,0,0,0,0,0,0,0,1,0.2
0,2,0,0,0,0,1,0,1,0.6
2,2,0,0,0,0,1,1,1,1.0
0,0,0,0,0,1,0,0,0,0.14
1,0,0,2,0,1,0,0,0,0.43
1,2,0,2,0,1,0,0,1,0.71
1,2,0,2,1,1,0,2,1,1.0
0,0,1,0,0,0,0,0,0,0.2
1,0,1,0,0,0,2,0,0,0.6
1,1,1,0,0,0,2,0,2,1.0
0,0,1,0,0,0,0,0,0,0.14
1,0,1,2,0,0,0,0,0,0.43
1,0,1,2,0,0,1,0,2,0.71
1,2,1,2,1,0,1,0,2,1.0
0,0,0,1,0,0,0,0,0,0.2
1,0,0,1,2,0,0,0,0,0.6
1,0,2,1,2,0,1,0,0,1.0
0,0,1,0,0,0,0,0,0,0.14
1,0,1,0,0,0,0,0,2,0.43
1,0,1,1,0,2,0,0,2,0.71
1,0,1,1,0,2,1,2,2,1.0
0,0,0,0,1,0,0,0,0,0.14
2,0,0,1,1,0,0,0,0,0.43
2,2,1,1,1,0,0,0,0,0.71
2,2,1,1,1,2,1,0,0,1.0
0,0,0,0,1,0,0,0,0,0.2
1,0,0,0,1,2,0,0,0,0.6
1,0,2,0,1,2,0,0,1,1.0
0,0,0,0,0,0,1,0,0,0.2
1,0,0,0,2,0,1,0,0,0.6
1,0,0,1,2,0,1,0,2,1.0
1,0,0,0,0,0,0,0,0,0.14
1,1,0,0,0,0,2,0,0,0.43
1,1,0,0,1,2,2,0,0,0.71
1,1,1,0,1,2,2,2,0,1.0
0,0,0,0,1,0,0,0,0,0.11
1,0,0,0,1,2,0,0,0,0.33
1,0,0,2,1,2,1,0,0,0.56
1,1,0,2,1,2,1,2,0,0.78
1,1,2,2,1,2,1,2,1,1.0
0,0,0,0,0,0,1,0,0,0.2
1,0,2,0,0,0,1,0,0,0.6
1,0,2,1,0,2,1,0,0,1.0
0,0,0,1,0,0,0,0,0,0.2
1,2,0,1,0,0,0,0,0,0.6
1,2,2,1,0,0,1,0,0,1.0
0,1,0,0,0,0,0,0,0,0.11
0,1,2,0,0,0,1,0,0,0.33
0,1,2,0,0,1,1,0,2,0.56
1,1,2,0,2,1,1,0,2,0.78
1,1,2,1,2,1,1,2,2,1.0
0,1,0,0,0,0,0,0,0,0.14
1,1,0,0,0,0,2,0,0,0.43
1,1,2,0,1,0,2,0,0,0.71
1,1,2,0,1,2,2,1,0,1.0
0,0,0,0,0,0,0,1,0,0.14
1,0,0,0,0,0,0,1,2,0.43
1,0,1,0,0,2,0,1,2,0.71
1,1,1,2,0,2,0,1,2,1.0
0,0,0,0,0,0,0,0,1,0.14
0,0,0,2,0,0,1,0,1,0.43
1,2,0,2,0,0,1,0,1,0.71
1,2,0,2,2,0,1,1,1,1.0
0,0,0,0,0,0,0,1,0,0.14
0,0,0,2,0,0,1,1,0,0.43
0,2,0,2,1,0,1,1,0,0.71
0,2,2,2,1,0,1,1,1,1.0
0,0,0,0,0,1,0,0,0,0.14
1,0,0,2,0,1,0,0,0,0.43
1,2,0,2,0,1,0,0,1,0.71
1,2,0,2,1,1,0,2,1,1.0
0,0,0,0,1,0,0,0,0,0.14
2,0,0,1,1,0,0,0,0,0.43
2,0,0,1,1,0,1,0,2,0.71
2,0,2,1,1,1,1,0,2,1.0
0,0,1,0,0,0,0,0,0,0.14
1,0,1,2,0,0,0,0,0,0.43
1,0,1,2,0,0,1,2,0,0.71
1,2,1,2,1,0,1,2,0,1.0
0,0,0,0,0,0,1,0,0,0.14
0,0,0,2,1,0,1,0,0,0.43
1,0,0,2,1,0,1,2,0,0.71
1,0,1,2,1,0,1,2,2,1.0
0,0,0,0,0,0,0,1,0,0.14
1,0,0,0,0,0,2,1,0,0.43
1,1,0,2,0,0,2,1,0,0.71
1,1,0,2,1,2,2,1,0,1.0
0,0,1,0,0,0,0,0,0,0.14
1,0,1,0,0,0,0,2,0,0.43
1,0,1,1,0,2,0,2,0,0.71
1,0,1,1,0,2,1,2,2,1.0
0,0,0,1,0,0,0,0,0,0.11
0,0,0,1,0,0,1,0,2,0.33
2,0,0,1,1,0,1,0,2,0.56
2,1,0,1,1,0,1,2,2,0.78
2,1,1,1,1,2,1,2,2,1.0
0,0,0,0,1,0,0,0,0,0.11
1,0,0,0,1,0,0,2,0,0.33
1,0,0,2,1,0,1,2,0,0.56
1,1,0,2,1,2,1,2,0,0.78
1,1,1,2,1,2,1,2,2,1.0
0,0,1,0,0,0,0,0,0,0.14
1,0,1,2,0,0,0,0,0,0.43
1,2,1,2,1,0,0,0,0,0.71
1,2,1,2,1,2,1,0,0,1.0
0,0,0,0,0,0,1,0,0,0.2
1,0,0,0,0,0,1,0,2,0.6
1,0,0,1,0,2,1,0,2,1.0
0,0,1,0,0,0,0,0,0,0.14
0,2,1,0,1,0,0,0,0,0.43
0,2,1,1,1,0,0,0,2,0.71
0,2,1,1,1,0,1,2,2,1.0
0,0,0,0,0,0,1,0,0,0.2
1,0,0,0,0,0,1,0,2,0.6
1,2,0,1,0,0,1,0,2,1.0
0,1,0,0,0,0,0,0,0,0.14
1,1,0,0,0,0,0,2,0,0.43
1,1,0,1,0,2,0,2,0,0.71
1,1,0,1,2,2,1,2,0,1.0
1,0,0,0,0,0,0,0,0,0.2
1,0,0,1,2,0,0,0,0,0.6
1,0,0,1,2,0,1,0,2,1.0
0,0,0,0,0,0,1,0,0,0.2
1,0,0,0,2,0,1,0,0,0.6
1,0,0,1,2,0,1,0,2,1.0
0,0,0,0,0,1,0,0,0,0.11
1,0,0,0,2,1,0,0,0,0.33
1,2,0,0,2,1,0,1,0,0.56
1,2,2,0,2,1,1,1,0,0.78
1,2,2,1,2,1,1,1,2,1.0
0,0,0,0,0,0,0,1,0,0.11
1,0,0,0,0,0,2,1,0,0.33
1,0,2,0,1,0,2,1,0,0.56
1,2,2,1,1,0,2,1,0,0.78
1,2,2,1,1,2,2,1,1,1.0
0,0,0,0,0,0,1,0,0,0.2
1,0,0,0,0,2,1,0,0,0.6
1,0,0,1,2,2,1,0,0,1.0
0,1,0,0,0,0,0,0,0,0.14
1,1,0,0,2,0,0,0,0,0.43
1,1,0,1,2,0,0,2,0,0.71
1,1,2,1,2,0,1,2,0,1.0
0,0,0,0,0,1,0,0,0,0.14
1,0,0,0,2,1,0,0,0,0.43
1,1,0,0,2,1,0,2,0,0.71
1,1,1,0,2,1,2,2,0,1.0
0,1,0,0,0,0,0,0,0,0.14
1,1,0,2,0,0,0,0,0,0.43
1,1,0,2,1,0,2,0,0,0.71
1,1,0,2,1,0,2,1,2,1.0
0,1,0,0,0,0,0,0,0,0.14
1,1,0,0,0,0,0,2,0,0.43
1,1,0,2,1,0,0,2,0,0.71
1,1,1,2,1,0,2,2,0,1.0
0,0,0,0,0,0,0,0,1,0.14
1,0,2,0,0,0,0,0,1,0.43
1,0,2,2,0,0,1,0,1,0.71
1,2,2,2,1,0,1,0,1,1.0
0,0,0,0,0,1,0,0,0,0.2
2,0,1,0,0,1,0,0,0,0.6
2,0,1,0,2,1,0,0,1,1.0
0,1,0,0,0,0,0,0,0,0.2
0,1,1,0,0,0,0,0,2,0.6
1,1,1,2,0,0,0,0,2,1.0
0,1,0,0,0,0,0,0,0,0.14
0,1,2,0,0,0,1,0,0,0.43
0,1,2,2,0,0,1,1,0,0.71
0,1,2,2,1,0,1,1,2,1.0
0,0,0,0,0,0,0,1,0,0.2
0,0,0,0,1,2,0,1,0,0.6
0,1,0,0,1,2,0,1,2,1.0
0,0,0,0,0,0,1,0,0,0.14
1,2,0,0,0,0,1,0,0,0.43
1,2,0,2,1,0,1,0,0,0.71
1,2,1,2,1,0,1,2,0,1.0
0,0,0,0,0,0,0,0,1,0.14
2,0,0,0,0,0,1,0,1,0.43
2,1,0,2,0,0,1,0,1,0.71
2,1,2,2,0,0,1,1,1,1.0
0,0,0,1,0,0,0,0,0,0.14
1,0,0,1,0,2,0,0,0,0.43
1,0,1,1,0,2,2,0,0,0.71
1,1,1,1,0,2,2,2,0,1.0
0,0,0,0,0,0,0,0,1,0.14
1,0,0,0,2,0,0,0,1,0.43
1,0,0,1,2,2,0,0,1,0.71
1,2,0,1,2,2,1,0,1,1.0
0,0,0,1,0,0,0,0,0,0.2
0,0,0,1,0,0,1,0,2,0.6
1,0,0,1,0,2,1,0,2,1.0
0,0,0,1,0,0,0,0,0,0.14
1,2,0,1,0,0,0,0,0,0.43
1,2,0,1,1,0,2,0,0,0.71
1,2,0,1,1,1,2,2,0,1.0
0,1,0,0,0,0,0,0,0,0.2
1,1,0,0,0,0,2,0,0,0.6
1,1,1,0,0,0,2,2,0,1.0
1,0,0,0,0,0,0,0,0,0.14
1,0,0,0,0,0,1,0,2,0.43
1,0,1,2,0,0,1,0,2,0.71
1,1,1,2,0,2,1,0,2,1.0
0,0,0,0,0,0,1,0,0,0.14
0,0,0,2,1,0,1,0,0,0.43
1,0,0,2,1,0,1,2,0,0.71
1,0,1,2,1,0,1,2,2,1.0
0,0,1,0,0,0,0,0,0,0.2
2,0,1,0,0,0,1,0,0,0.6
2,2,1,0,1,0,1,0,0,1.0
1,0,0,0,0,0,0,0,0,0.14
1,2,0,1,0,0,0,0,0,0.43
1,2,0,1,1,0,2,0,0,0.71
1,2,0,1,1,2,2,0,1,1.0
0,0,0,0,0,1,0,0,0,0.14
2,0,1,0,0,1,0,0,0,0.43
2,0,1,2,0,1,1,0,0,0.71
2,0,1,2,2,1,1,0,1,1.0
0,1,0,0,0,0,0,0,0,0.14
1,1,0,0,2,0,0,0,0,0.43
1,1,0,1,2,0,0,2,0,0.71
1,1,2,1,2,0,1,2,0,1.0
0,0,0,0,0,0,0,1,0,0.11
1,0,0,0,0,0,0,1,2,0.33
1,0,1,0,0,2,0,1,2,0.56
1,0,1,1,2,2,0,1,2,0.78
